time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw,cmd_vx,cmd_vy,cmd_vz,cmd_yawrate,ref_px,ref_py,ref_pz,ref_vx,ref_vy,ref_vz,ref_yaw,err_pos,err_vel,err_yaw,cost_min,cost_mean,cost_std,ESS,du,sat_vx,sat_vy,sat_vz,sat_yaw
0.0,-0.006068261814425862,0.016988320759845275,0.9719415876272451,-0.01085177305071783,0.00970497203339191,-0.06840911907902271,-0.0005995114946519247,0.19866052525905298,0.06012571350612987,0.1897000248250551,-0.1458459891105483,-5.420767359337735e-09,1.0152563200936838e-08,0.999999939421166,-2.9414913939548946e-09,5.219589624035307e-09,-3.443925953017674e-08,0.0,0.03335712125379069,0.06994104772314172,-0.000599511494651761,192.21540465724055,246.82208880766962,24.660673935622906,5.213649087302201,0.3167621468532576,0,0,0,0
0.0677945613861084,-0.0063007616608397946,0.01749508845627288,0.9670189986742378,-0.0007030916473332379,0.005905191858157985,-0.06845074311174672,-0.0006329534301723921,-0.22785505213880577,0.4475319547199363,0.23068230226553763,-0.38540423755513203,0.0002468556677229926,0.004762427765905415,1.0184025178065532,0.004641897462563146,0.09497236717211842,0.3576759434493832,1.5219588958791157,0.05334095967789059,0.435368216141877,-1.522591849309288,218.22274944225535,270.5418345939591,24.291302608647413,6.229247745159856,0.6253533680699932,0,0,0,0
0.16255998611450195,-0.006661124435174657,0.01824274470258457,0.9570824971681658,0.002155116146201557,0.0042086378494441,-0.06901860033752552,-0.0006785682407293654,0.15165872893643378,0.9595976360550009,0.3977470134906217,-0.16097163153713734,0.00086947719422103,0.018938989586719707,1.0694619759893293,0.007517773088194799,0.18827835457770897,0.6531677316376083,1.5308884910932938,0.11263366272103416,0.7452942484667376,-1.5315670593340232,224.4277617070395,302.2235297186236,29.504346779410174,1.7281855336912062,0.6960765650472065,0,0,0,0
0.2615621089935303,-0.00646604389442969,0.0183433644295566,0.9515166223636654,0.026603720629173044,-0.0030191221592880727,-0.019722958942245798,-0.008275168649878843,-0.062099672507659645,0.21848712575784698,0.4483796456821626,-0.01729023591021138,0.001692579862279107,0.0423607247404089,1.1469754655415654,0.008660327028096822,0.2798603369779005,0.8868603868149167,1.5398610241316342,0.19709783386518415,0.9498611038356727,-1.548136192781513,253.55006064203556,314.57529494630387,26.78628539698435,4.860237308047196,0.7862222647272127,0,0,0,0
0.3599107265472412,-0.006353100082480574,0.018359517001203394,0.955201668419625,-0.019802376588592185,0.006591698838241611,0.06077792071364686,-0.027898150264996407,0.22138033866905046,0.1990946802467554,1.0721696643078211,-0.10298024713290767,0.0025463541500479435,0.07484904533356436,1.2448046599709848,0.008149347248187187,0.36957828932522524,1.0596964968356484,1.5487495045732849,0.29519512159306843,1.0631927790670983,-1.5766476548382813,264.83637528460144,315.9465929562441,25.453562766056063,8.646067053483973,0.6907921170945667,0,0,0,0
0.45987749099731445,-0.004632315684682366,0.023526043549835826,0.9652191433701721,0.019904490393786348,0.07059436745561457,0.1269452652661093,-0.039186247093290445,-0.2538121011811983,0.2274588288549585,1.010508792171899,0.030771216607139825,0.00327200712146963,0.11620608166554207,1.3569416599394466,0.006127569603792873,0.45718297748661074,1.1733691262866535,1.5573942470329507,0.40261470138523026,1.1156358966371127,-1.5965804941262411,286.2944815066566,337.1290118851668,22.002990452594837,7.4607764581672935,0.49830101045680036,0,0,0,0
0.5599594116210938,-0.004396201389752207,0.03619774092830731,0.9830607039537191,-0.008310516276293294,0.140200774110457,0.2316087326929892,-0.04915937420653943,0.23234566819936728,0.7407298942351586,0.955124017136251,-0.024256691069130018,0.003728624500721147,0.16620284361853904,1.477591164096502,0.0028111200884757344,0.5422992963099819,1.2304541832209845,1.5656126672751676,0.5113978055587263,1.0768004208723851,-1.614772041481707,283.118907598087,342.46071732136113,23.17461304667697,3.938788811583803,0.7112609276591749,0,0,0,0
0.6596648693084717,-0.0015160603155942509,0.05373390773308687,1.0139417228209742,0.037279011354708666,0.18322579371859754,0.36523837218460514,-0.05562186478898834,0.11290532070694355,1.1057594301799953,0.7009638239794699,0.1023210872834033,0.003800805933172533,0.22456622348248953,1.6012628476446111,-0.0015054636845001162,0.6244197602540617,1.2344822070576005,1.5732073023330482,0.6116846024178744,0.9755722403164588,-1.6288291671220365,287.1886508933884,335.4634251766136,23.906186253004833,10.190555068836698,0.47763154887357384,0,0,0,0
0.9706966876983643,0.0009304417516454738,0.09085831127236989,1.0992305729204677,0.005464641204297116,0.1919975422922653,0.5334287436684868,-0.06011090078341298,0.06331358856906483,1.2293288689848108,0.6521592415957067,0.046956080955040023,0.0011019147613641662,0.44619439828077273,1.9420900575076234,-0.016380800496425603,0.8458930365551555,0.9776602832017087,1.590159003411314,0.9146998824160645,0.7908212196549013,-1.650269904194727,334.9067303998509,382.91695961923926,24.705216933773468,9.50813814020692,0.15223638622341693,0,0,0,0
1.0605628490447998,0.006774352879510457,0.1406150481941082,1.1992559802882015,0.015410533510732108,0.2826133901087678,0.5952863098505433,-0.052384436383773894,0.19967553143698374,1.0087126904578567,0.5509197118154805,0.3740062984866547,-0.0007423704994206069,0.5339763127738665,2.032342803255349,-0.02031212103739027,0.9086483277344265,0.8229783883427148,1.593146820418201,0.9213160370923963,0.6671128343721262,-1.645531256801975,310.9211273284301,355.24475297685626,23.810249703556053,11.710028335707914,0.42950828265372043,0,0,0,0
